70,1,Noise0,target,6,10
70,1,Noise0,target,5,11
70,1,Noise0,target,4,5
70,1,Noise0,target,3,1
70,1,Noise0,target,2,1
70,1,Noise0,target,1,2
70,1,Noise0,lure,6,0
70,1,Noise0,lure,5,8
70,1,Noise0,lure,4,5
70,1,Noise0,lure,3,3
70,1,Noise0,lure,2,2
70,1,Noise0,lure,1,12
70,1,Noise1,target,6,7
70,1,Noise1,target,5,10
70,1,Noise1,target,4,6
70,1,Noise1,target,3,4
70,1,Noise1,target,2,0
70,1,Noise1,target,1,3
70,1,Noise1,lure,6,1.0
70,1,Noise1,lure,5,7.0
70,1,Noise1,lure,4,4.0
70,1,Noise1,lure,3,5.0
70,1,Noise1,lure,2,3.0
70,1,Noise1,lure,1,10.0
70,1,Noise2,target,6,6
70,1,Noise2,target,5,9
70,1,Noise2,target,4,7
70,1,Noise2,target,3,5
70,1,Noise2,target,2,1
70,1,Noise2,target,1,2
70,1,Noise2,lure,6,0
70,1,Noise2,lure,5,7
70,1,Noise2,lure,4,5
70,1,Noise2,lure,3,6
70,1,Noise2,lure,2,3
70,1,Noise2,lure,1,9
70,1,Noise3,target,6,5
70,1,Noise3,target,5,14
70,1,Noise3,target,4,4
70,1,Noise3,target,3,4
70,1,Noise3,target,2,1
70,1,Noise3,target,1,2
70,1,Noise3,lure,6,1
70,1,Noise3,lure,5,11
70,1,Noise3,lure,4,9
70,1,Noise3,lure,3,5
70,1,Noise3,lure,2,1
70,1,Noise3,lure,1,3
70,1,Noise4,target,6,4
70,1,Noise4,target,5,12
70,1,Noise4,target,4,7
70,1,Noise4,target,3,3
70,1,Noise4,target,2,2
70,1,Noise4,target,1,2
70,1,Noise4,lure,6,0
70,1,Noise4,lure,5,7
70,1,Noise4,lure,4,10
70,1,Noise4,lure,3,5
70,1,Noise4,lure,2,4
70,1,Noise4,lure,1,4
