30,1,Noise0,target,6,18
30,1,Noise0,target,5,4
30,1,Noise0,target,4,2
30,1,Noise0,target,3,2
30,1,Noise0,target,2,1
30,1,Noise0,target,1,3
30,1,Noise0,lure,6,0
30,1,Noise0,lure,5,0
30,1,Noise0,lure,4,0
30,1,Noise0,lure,3,0
30,1,Noise0,lure,2,1
30,1,Noise0,lure,1,29
30,1,Noise1,target,6,9
30,1,Noise1,target,5,7
30,1,Noise1,target,4,4
30,1,Noise1,target,3,2
30,1,Noise1,target,2,2
30,1,Noise1,target,1,6
30,1,Noise1,lure,6,0
30,1,Noise1,lure,5,0
30,1,Noise1,lure,4,1
30,1,Noise1,lure,3,1
30,1,Noise1,lure,2,2
30,1,Noise1,lure,1,26
30,1,Noise2,target,6,4
30,1,Noise2,target,5,7
30,1,Noise2,target,4,5
30,1,Noise2,target,3,4
30,1,Noise2,target,2,3
30,1,Noise2,target,1,7
30,1,Noise2,lure,6,0
30,1,Noise2,lure,5,0
30,1,Noise2,lure,4,1
30,1,Noise2,lure,3,3
30,1,Noise2,lure,2,3
30,1,Noise2,lure,1,23
